t_fs,rho10_abs,rho20_abs,rho12_abs,rho22_pop
4.580000000000000000e+02,7.138395333933345022e-01,2.273921645090020149e-01,2.705162566167895744e-01,1.014728357663034486e-01
4.600000000000000000e+02,7.127895063106101103e-01,2.259262298275211966e-01,2.689762064334730307e-01,1.004640573220613176e-01
4.620000000000000000e+02,7.117410237723147404e-01,2.244697456233469002e-01,2.674449237623082176e-01,9.946530751200377551e-02
4.640000000000000000e+02,7.106940835064901041e-01,2.230226509718536698e-01,2.659223586898116221e-01,9.847648663782314349e-02
4.660000000000000000e+02,7.096486832445203508e-01,2.215848853411805097e-01,2.644084615866577059e-01,9.749749599234910913e-02
4.680000000000000000e+02,7.086048207211261829e-01,2.201563885896984096e-01,2.629031831060604230e-01,9.652823784969527532e-02
4.700000000000000000e+02,7.075624936743608595e-01,2.187371009634951624e-01,2.614064741821655047e-01,9.556861545550389414e-02
4.720000000000000000e+02,7.065216998456045339e-01,2.173269630938753638e-01,2.599182860284506846e-01,9.461853301728753718e-02
4.740000000000000000e+02,7.054824369795598127e-01,2.159259159948773432e-01,2.584385701361356369e-01,9.367789569486682788e-02
4.760000000000000000e+02,7.044447028242468711e-01,2.145339010608057484e-01,2.569672782726006299e-01,9.274660959090318124e-02
4.780000000000000000e+02,7.034084951309982348e-01,2.131508600637798123e-01,2.555043624798145618e-01,9.182458174152566266e-02
4.800000000000000000e+02,7.023738116544542276e-01,2.117767351512981344e-01,2.540497750727714332e-01,9.091172010705106388e-02
4.820000000000000000e+02,7.013406501525579761e-01,2.104114688438182279e-01,2.526034686379363681e-01,9.000793356279622459e-02
4.840000000000000000e+02,7.003090083865507465e-01,2.090550040323526093e-01,2.511653960316999057e-01,8.911313188998165602e-02
4.860000000000000000e+02,6.992788841209666151e-01,2.077072839760794598e-01,2.497355103788411745e-01,8.822722576672564765e-02
4.880000000000000000e+02,6.982502751236281391e-01,2.063682522999697178e-01,2.483137650710002808e-01,8.735012675912788571e-02
4.900000000000000000e+02,6.972231791656411382e-01,2.050378529924283266e-01,2.469001137651590239e-01,8.648174731244165359e-02
4.920000000000000000e+02,6.961975940213903646e-01,2.037160304029518310e-01,2.454945103821299934e-01,8.562200074233390634e-02
4.940000000000000000e+02,6.951735174685340635e-01,2.024027292397999611e-01,2.440969091050548267e-01,8.477080122623216474e-02
4.960000000000000000e+02,6.941509472879995313e-01,2.010978945676833163e-01,2.427072643779108752e-01,8.392806379475740985e-02
4.980000000000000000e+02,6.931298812639781204e-01,1.998014718054651473e-01,2.413255309040259478e-01,8.309370432324214573e-02
5.000000000000000000e+02,6.921103171839207979e-01,1.985134067238780720e-01,2.399516636446021034e-01,8.226763952333289442e-02
5.020000000000000000e+02,6.910922528385329278e-01,1.972336454432561392e-01,2.385856178172473252e-01,8.144978693467606889e-02
5.040000000000000000e+02,6.900756860217696076e-01,1.959621344312805491e-01,2.372273488945162156e-01,8.064006491668650189e-02
5.060000000000000000e+02,6.890606145308311170e-01,1.946988205007407768e-01,2.358768126024580192e-01,7.983839264039782613e-02
5.080000000000000000e+02,6.880470361661575884e-01,1.934436508073094640e-01,2.345339649191739428e-01,7.904469008039391453e-02
5.100000000000000000e+02,6.870349487314251213e-01,1.921965728473322421e-01,2.331987620733819155e-01,7.825887800682042317e-02
5.120000000000000000e+02,6.860243500335401201e-01,1.909575344556311560e-01,2.318711605429901457e-01,7.748087797747590932e-02
5.140000000000000000e+02,6.850152378826350752e-01,1.897264838033229373e-01,2.305511170536781174e-01,7.671061232998144241e-02
5.160000000000000000e+02,6.840076100920636781e-01,1.885033693956509049e-01,2.292385885774862464e-01,7.594800417402806925e-02
5.180000000000000000e+02,6.830014644783959366e-01,1.872881400698306609e-01,2.279335323314133910e-01,7.519297738370146755e-02
5.200000000000000000e+02,6.819967988614140664e-01,1.860807449929104684e-01,2.266359057760221341e-01,7.444545658988274695e-02
5.220000000000000000e+02,6.809936110641066076e-01,1.848811336596444255e-01,2.253456666140522535e-01,7.370536717272491156e-02
5.240000000000000000e+02,6.799918989126648716e-01,1.836892558903801820e-01,2.240627727890419918e-01,7.297263525420405461e-02
5.260000000000000000e+02,6.789916602364776121e-01,1.825050618289596749e-01,2.227871824839572912e-01,7.224718769074461866e-02
5.280000000000000000e+02,6.779928928681264733e-01,1.813285019406339071e-01,2.215188541198285788e-01,7.152895206591801391e-02
5.300000000000000000e+02,6.769955946433811045e-01,1.801595270099906054e-01,2.202577463543955449e-01,7.081785668321378957e-02
5.320000000000000000e+02,6.759997634011950529e-01,1.789980881388958667e-01,2.190038180807594437e-01,7.011383055888251170e-02
5.340000000000000000e+02,6.750053969837002121e-01,1.778441367444485166e-01,2.177570284260434974e-01,6.941680341485020889e-02
5.360000000000000000e+02,6.740124932362028254e-01,1.766976245569479298e-01,2.165173367500602131e-01,6.872670567170278966e-02
5.380000000000000000e+02,6.730210500071786006e-01,1.755585036178750891e-01,2.152847026439868305e-01,6.804346844174051501e-02
5.400000000000000000e+02,6.720310651482681585e-01,1.744267262778861904e-01,2.140590859290483483e-01,6.736702352210133249e-02
5.420000000000000000e+02,6.710425365142719256e-01,1.733022451948197096e-01,2.128404466552075991e-01,6.669730338795272495e-02
5.440000000000000000e+02,6.700554619631461373e-01,1.721850133317159859e-01,2.116287450998631248e-01,6.603424118575114410e-02
5.460000000000000000e+02,6.690698393559978419e-01,1.710749839548497686e-01,2.104239417665544065e-01,6.537777072656848765e-02
5.480000000000000000e+02,6.680856665570800157e-01,1.699721106317750585e-01,2.092259973836745335e-01,6.472782647948491230e-02
5.500000000000000000e+02,6.671029414337877883e-01,1.688763472293833001e-01,2.080348729031899213e-01,6.408434356504730256e-02
5.520000000000000000e+02,6.661216618566525582e-01,1.677876479119732311e-01,2.068505294993676080e-01,6.344725774879288183e-02
5.540000000000000000e+02,6.651418256993386624e-01,1.667059671393337772e-01,2.056729285675097385e-01,6.281650543483704996e-02
5.560000000000000000e+02,6.641634308386379359e-01,1.656312596648391033e-01,2.045020317226951823e-01,6.219202365952507250e-02
5.580000000000000000e+02,6.631864751544653824e-01,1.645634805335558226e-01,2.033378007985282565e-01,6.157375008514686526e-02
5.600000000000000000e+02,6.622109565298545109e-01,1.635025850803627778e-01,2.021801978458947491e-01,6.096162299371423593e-02
5.620000000000000000e+02,6.612368728509530058e-01,1.624485289280823697e-01,2.010291851317249079e-01,6.035558128080002055e-02
5.640000000000000000e+02,6.602642220070176204e-01,1.614012679856245969e-01,1.998847251377635637e-01,5.975556444943843498e-02
5.660000000000000000e+02,6.592930018904100686e-01,1.603607584461424485e-01,1.987467805593471082e-01,5.916151260408602369e-02
5.680000000000000000e+02,6.583232103965924731e-01,1.593269567851997581e-01,1.976153143041874671e-01,5.857336644464283121e-02
5.700000000000000000e+02,6.573548454241223693e-01,1.582998197589502165e-01,1.964902894911632336e-01,5.799106726053279010e-02
5.720000000000000000e+02,6.563879048746487088e-01,1.572793044023288456e-01,1.953716694491172690e-01,5.741455692484306178e-02
5.740000000000000000e+02,6.554223866529066411e-01,1.562653680272545753e-01,1.942594177156615476e-01,5.684377788852162244e-02
5.760000000000000000e+02,6.544582886667136279e-01,1.552579682208445888e-01,1.931534980359885523e-01,5.627867317463256663e-02
5.780000000000000000e+02,6.534956088269647800e-01,1.542570628436403246e-01,1.920538743616895805e-01,5.571918637266847635e-02
5.800000000000000000e+02,6.525343450476278617e-01,1.532626100278446091e-01,1.909605108495796011e-01,5.516526163291932822e-02
5.820000000000000000e+02,6.515744952457392936e-01,1.522745681755705294e-01,1.898733718605290499e-01,5.461684366089743919e-02
5.840000000000000000e+02,6.506160573413993786e-01,1.512928959571012422e-01,1.887924219583019814e-01,5.407387771181777769e-02
5.860000000000000000e+02,6.496590292577678616e-01,1.503175523091612731e-01,1.877176259084012699e-01,5.353630958513317523e-02
5.880000000000000000e+02,6.487034089210594878e-01,1.493484964331986409e-01,1.866489486769197237e-01,5.300408561912384187e-02
5.900000000000000000e+02,6.477491942605394515e-01,1.483856877936785834e-01,1.855863554293984141e-01,5.247715268554072054e-02
5.920000000000000000e+02,6.467963832085187326e-01,1.474290861163875810e-01,1.845298115296912234e-01,5.195545818430204188e-02
5.940000000000000000e+02,6.458449737003501001e-01,1.464786513867490370e-01,1.834792825388356086e-01,5.143895003824260764e-02
5.960000000000000000e+02,6.448949636744228942e-01,1.455343438481492835e-01,1.824347342139303052e-01,5.092757668791530329e-02
5.980000000000000000e+02,6.439463510721595840e-01,1.445961240002744674e-01,1.813961325070189146e-01,5.042128708644429830e-02
6.000000000000000000e+02,6.429991338380102173e-01,1.436639525974585663e-01,1.803634435639803191e-01,4.992003069442928903e-02
